sourceFilename,examRank,questionNumber,page,classificationStatus,primaryTopicId,primarySubtopicId,confidence,matchedTerms,outOfScopeMatches,crossWaveDuplicate,style,stemExcerpt,questionHash
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,28,8,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Marcos, autoridade máxima de determinado órgão público no Município Alfa, Estado de Pernambuco, pretende designar agente público para o desempenho das funções essenciais à execução da Lei de Licitações e Contratos Administrativos. Para tanto, Marcos consultou a legislação de regência, com o objetivo de conhecer, em tes",ceea47c5f26c2c7e28a4db35ff0b7bb2050eee6de6c2d058faeafa0637f19179
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,30,8,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Lucas, servidor público no Município Alfa, Estado de Pernambuco, respondeu, em juízo, pela prática do crime de abuso de autoridade. Contudo, encerrada a persecução penal processual, concluiu-se que Lucas agiu sob o manto da legítima defesa, em sentença penal transitada em julgado. Nesse cenário, considerando as disposi",7f6155cdd05982dbf2c42114600ad84431d75e014151e8abbc23e863e48ae9bd
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,31,9,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"O Município Delta ajuizou ação contra a União, alegando que a concessão de isenções fiscais sobre o Imposto de Renda (IR) e o Imposto sobre Produtos Industrializados (IPI) vem diminuindo os valores a serem repassados ao Fundo de Participação dos Municípios (FPM), do qual faz parte. Com base na legislação e na jurisprud",df2e11ee6a2454bc6be296789224e1fc6076f32c9d4158503e466dcb858308c7
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,32,9,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Durante reunião do Conselho Nacional de Política Fazendária (Confaz), alguns secretários de fazenda estaduais manifestaram preocupação com a constante ampliação, por parte da União, de programas de desoneração de contribuições sociais (como a COFINS e a CSLL) com base na Desvinculação das Receitas da União (DRU). Argum",967e0c2e485c03bf9fb75ba27bafd501bad52e18bd545270d2fd3ff016c1e649
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,33,9,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"No julgamento das contas relativas à gestão do ex-prefeito do Município Beta, o Tribunal de Contas do Estado Alfa impôs duas sanções distintas ao agente político: (i) imputação de débito, no valor de R$ 450 mil, correspondente a despesas realizadas sem comprovação de regularidade; (ii) multa simples, no valor de R$ 25 ",6a9e49203bd56dbdd325195bd9f294b155d3af90b868f5f8294d9e90d4198a85
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,34,10,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Durante o segundo semestre do exercício financeiro de 2024, a Assembleia Legislativa do Estado X aprovou um crédito suplementar destinado à Defensoria Pública estadual, após solicitação da instituição e manifestação favorável do Poder Executivo. Contudo, nos meses seguintes, o Governador passou a reter parte dos valore",98a04c59dcb1493c342e4bcf0a68f528b4f417e3bb9e227d7c1717e1b3b1970e
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,35,10,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em uma cidade do interior paulista, a adolescente Karina, de 16 anos, pegou o carro de sua mãe, Sra. Cláudia, sem possuir habilitação e sem autorização expressa para dirigir. Contudo, era prática recorrente e conhecida entre os vizinhos que Karina dirigia o veículo da mãe na ausência desta. Em certa ocasião, ao trafega",6235e36f837c999ae1054f35191def274fcf48a226b247822033817d2120331e
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,36,10,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O Banco Solidez S.A. ajuizou execução de título extrajudicial contra a empresa Alfa Logística Ltda. Após infrutíferas tentativas de satisfação do crédito, requereu o incidente de desconsideração da personalidade jurídica para incluir no polo passivo a empresa Beta Operações Portuárias Ltda., sob o argumento de que amba",321a3dac9142a6bd00b4cd01951c52dc9507a1bd8fe6b0fa7b144b0b973e49ea
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,37,11,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"O Município de Riacho Verde propôs ação de reintegração de posse contra os proprietários dos lotes 21 e 22 da zona rural, que, ao cercar suas propriedades com alambrado, obstruíram o acesso de uma estrada municipal desativada há mais de 20 anos, a qual levava a um antigo porto fluvial atualmente abandonado. Os réus ale",0b7d10773cabd673efaf58ce1e3d1074e0e3811dc89ab4748e09b3bff41de2b2
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,38,11,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Regina ajuizou ação de cobrança em face de Sebastião, requerendo sua condenação ao pagamento de R$ 30.000,00 (trinta mil reais), correspondentes a serviços de consultoria contábil prestados e não pagos. Regularmente citado, Sebastião ofertou contestação, na qual aduziu que houve o pagamento dos serviços, pugnando pela ",c972d33c5a88301af595b426528606c5e70a84ae92a640ad235b5a4b35b93d22
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,39,11,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Joana, Thiago e Marina debatiam a respeito da teoria geral da prova no processo civil. Joana, inicialmente, afirmou que os fatos notórios dependem de prova. Thiago, por sua vez, aduziu que o ônus da prova incumbe ao réu, quanto à existência de fato impeditivo, modificativo ou extintivo do direito do autor. Marina, por ",4555a5a0c906e2e98081d13634c33ed45ced2ed328ebfcb8fd4c9b7f2b351926
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,40,11,UNCLASSIFIED,,,0.0,,,False,ASSERTION_SET,"O Código de Processo Civil se ocupa de diversos direitos fundamentais processuais, além de tratar dos métodos adequados de solução de controvérsia. Sobre tais aspectos processuais, analise as afirmativas a seguir. I. A mediação e a conciliação serão regidas conforme a livre autonomia dos interessados, inclusive no que ",d0e3b4c102d42ca67327d2b357848e0ec98cf73c99e69df14b6e21690421ec28
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,41,12,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Com base na situação apresentada, assinale a opção incorreta. (A) A aferição do atingimento dos objetivos estabelecidos pela política pública de habitação corresponde à avaliação de sua eficácia. (B) A contratação pública financiada por recursos de emendas parlamentares é caracterizada como objetivo de auditoria govern",54f2be4393c998d6ffb75197ac1b44755fd16d880106633a3210bcb342434cb7
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,42,12,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Com base na situação apresentada e considerando as Normas Brasileiras de Auditoria do Setor Público (NBASP), assinale a opção incorreta. (A) O exame do impacto de uma política pública se refere à avaliação de sua efetividade. (B) Princípios como economicidade, eficiência e efetividade são aferidos em sede de auditoria ",535676d9b4139916bc237867b0cb23d35a903139b5c2a4a9211e2ae9b7ba9524
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,43,12,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe a linha de matriz de planejamento exposta na vertical. O contrato de gestão foi elaborado com base em estimativas orçamentárias prévias, baseadas em centro de custos de unidades, e em indicadores tecnicamente estabelecidos que permitam a verificação da eficiência na execução contratual? 1 Estudo ou conjunto de ",7cb336fe70bc5a83194e600d5fb6336bab1f31e02d875c7584c0df4e9dbf089b
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,44,13,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Um auditor de controle externo, em sede de auditoria governamental, precisava confirmar se alegados licitantes haviam participado efetivamente de determinadas licitações. Para isso ele solicitou a confirmação, mediante declaração escrita, junto a fontes externas ao órgão auditado. Com base na situação relatada, assinal",42cdfa2d097c991b7f3376ebe41fa31fa6cbeff7c09a5c7aff7f0b8146aca8f6
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,46,13,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Considerando a jurisprudência do Tribunal de Contas da União (TCU) aplicável à avaliação de contratos de Tecnologia da Informação (TI), avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) O processo de capacitação dos servidores designados como fiscais e gestores de contratos de TI tem c",f5aee01ce3295f1acb9b5530bea8cfee0c96a4c7d37dbe2d5894c6040aa5b6fb
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,49,14,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Após uma falha crítica no datacenter principal de um tribunal, o Comitê de Governança de TI foi acionado para deliberar sobre medidas estratégicas que mitiguem riscos futuros. Considerando as atribuições próprias da governança de TI, uma das ações cabíveis a esse comitê seria: (A) aprovar novo orçamento para hardware d",a8bc93168e201f9d1c08a9eac675ed4a24713c7063400fcebf885f27b4e181e7
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,51,14,UNCLASSIFIED,,,0.0,,,False,ASSERTION_SET,"Em relação ao Planejamento Estratégico de Tecnologia da Informação (PETI) e ao Plano Diretor de Tecnologia da Informação (PDTI), analise as afirmativas a seguir: I. O PETI tem foco tático-operacional e busca detalhar as ações necessárias para o atendimento das necessidades de tecnologia no curto prazo. II. O PDTI é res",2fe5210693f7a1449a18ce156b42d6a315b889891633732ecdba2a935ab59586
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,53,15,UNCLASSIFIED,,,0.49,,,False,DIRECT_KNOWLEDGE,"A confidencialidade, a autenticidade e a integridade constituem a base da segurança da informação. Considerando esses princípios, estabeleça a correlação entre cada um deles e os protocolos ou algoritmos apresentados. Princípios: 1. Confidencialidade 2. Autenticidade 3. Integridade Protocolos/Algoritmos: ( ) Kerberos (",ee812527eb4697efffbceca22d913fd32f76664c9557871b27682fb656b1fb83
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,54,15,UNCLASSIFIED,,,0.49,,,False,DIRECT_KNOWLEDGE,O certificado digital é um componente fundamental da Infraestrutura de Chave Pública (PKI) e desempenha papel fundamental na segurança digital. Assinale a afirmativa que descreve corretamente a principal função de um certificado digital. (A) Armazenar senhas de usuários de forma criptografada para acesso a sistemas. (B,3efbf318a787bf0a4c3da8f7414b01e1a401b791ea96366bd3b5da20f5a51eaa
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,55,15,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"O gestor de informática de uma empresa precisa armazenar os Logs de acesso à internet dos funcionários de sua empresa pelo período mínimo de 3 (três) anos, considerando 365 dias por ano. Ele verificou que a taxa de envio de logs ao sistema de armazenamento de dados era de 100 Kbps (cem kilobits por segundo). Além disso",f60504b555202ec185bf3b83fe79be94aedf5692dc52a745d62c9b057a47d948
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,58,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.8,Dados/Big Data,,False,SCENARIO,"O TCE-PE busca soluções que otimizem o desenvolvimento de sistemas próprios voltados ao controle externo da administração pública. Nesse contexto, imagine que a equipe técnica do Tribunal precise criar uma nova aplicação institucional com funcionalidades específicas de auditoria e análise de dados. O desenvolvimento se",ba119b1d6c9503856fbd06ee53906613ebc9cd2e9e2c6331bb33d091f6670293
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,59,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.98,Containers,,False,ASSERTION_SET,"Com o avanço da virtualização e a busca por maior eficiência no uso de recursos computacionais, os containers se tornaram uma alternativa leve e portátil às tradicionais máquinas virtuais. Essa tecnologia permite a criação de ambientes isolados para execução de aplicações, com vantagens significativas em desempenho, es",8f9a2e70203da6fef71abbd09544d19da334f850f59a2aa8fec8d4df8d56e0ea
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,62,17,UNCLASSIFIED,,,0.49,,,False,DIRECT_KNOWLEDGE,Leia os trechos a seguir. 1. São realizados para assegurar que múltiplos componentes funcionem corretamente quando combinados. Este tipo de teste envolve a combinação de unidades testadas em grupos para verificar se elas funcionam corretamente em interação umas com as outras. Tais testes visam detectar problemas que po,20c4085bc991883853f51a0b740179b24fb54f411de2f78cdc9ffbacb7bc269d
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,63,17,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.98,Scrum,,False,DIRECT_KNOWLEDGE,"Scrum é um framework leve baseado em empirismo que ajuda pessoas, times e organizações a gerar valor por meio de soluções adaptativas para problemas complexos. Sobre o Scrum, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) No início da Sprint, é realizada uma reunião para planejar o ",a9c4c5edd45d2afb08d56bcae1595ab671afda919100127c26527c307e465878
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,66,17,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.98,Git,,False,CONCEPT_COMPARISON,"Leia a descrição a seguir. “É uma cópia de um repositório existente para o seu próprio namespace ou conta, permitindo realizar alterações e experimentar o projeto livremente, pois a cópia é totalmente sua e você tem permissão para fazer push para ela”. O elemento do sistema de controle de versão git correspondente à de",c44a01c530b3c44c26f6df4848f935441eb041f9f8664dec99540858cd6774a5
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,69,18,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.74,DDL,,False,DIRECT_KNOWLEDGE,"SQL é uma linguagem de banco de dados abrangente que inclui comandos para definição de dados (DDL - Data Definition Language), manipulação de dados (DML - Data Manipulation Language), controle (DCL – Data Control Language), dentre outros. Neste contexto, avalie as afirmativas a seguir e assinale (V) para verdadeira e (",b56c6cfd6b3fdc3635f34893bcc6c5331bd08bfdc658a88d79a45f181933988d
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,74,19,UNCLASSIFIED,,,0.4675,,,False,DIRECT_KNOWLEDGE,"Redes neurais profundas revolucionaram áreas como reconhecimento de fala, visão computacional e processamento de linguagem natural, ao permitir a modelagem de padrões complexos por meio de múltiplas camadas ocultas. A respeito das redes neurais profundas, assinale a afirmativa correta. (A) Redes neurais profundas são c",ec38c626059a594bf2f67a2d8da4038e00cfd4222f02e9ff457e5f678736822d
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,75,19,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.98,IA/ML,,False,DIRECT_KNOWLEDGE,"No campo da inteligência artificial, os agentes desempenham papel central como entidades capazes de perceber o ambiente, tomar decisões e agir com base em metas definidas. Compreender sua estrutura e tipos é fundamental para o desenvolvimento de sistemas inteligentes. Assinale a afirmativa que descreve corretamente uma",0303ec8e610b659faf7939355bceb24cc0734ace85a75783eb12a627a0d107f5
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,77,20,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-propriedades,0.98,Propriedades/transações,,False,DIRECT_KNOWLEDGE,"Durante a apuração mensal da folha de pagamento de um órgão público, o sistema de recursos humanos executa diversas transações simultâneas para calcular valores de vencimentos e benefícios com base em registros atualizados de frequência, licenças e adicionais. O gestor de TI detectou um problema: em determinados moment",0d4ce31eafc103adedb4d92dad5816959fca1cc8b90b5b6dfa24ad038bf710ce
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,80,20,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.8575,IA/ML; Modelos de IA,,False,DIRECT_KNOWLEDGE,"No âmbito jurídico, é possível deparar-se com situações em que é necessário identificar decisões judiciais com valores indenizatórios atípicos, sem dispor de um banco de dados pré-classificado como ""normal"" ou ""anômalo"". Para alertar sobre esses casos, sem empregar dados históricos rotulados, a técnica de machine learn",816f35bfd5f9b805802b76116b16b7417fb6c30392c0615be6f1c233acce0528
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,1,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em todas as opções abaixo há uma frase, da qual foi retirada uma informação implícita (uma inferência). Assinale a opção em que a inferência apontada está adequada à frase. (A) Quando se é velho, é preciso ser mais ativo do que quando jovem / os velhos trabalham mais que os jovens, por isso precisam de energia. (B) Uma",8d01e8611706c5854b07a6355d6a54440a5529f3e745392b41528833b1ea95f5
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,2,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o texto a seguir. “Dvorak aproximou-se da entrada da caverna e procurou observar o seu interior. Havia alguns restos de fogueiras e ossos de animais espalhados. Nas paredes, alguns desenhos ininteligíveis, em cores pálidas. O teto mostrava alguns buracos por onde penetrava a luz do sol. Dvorak aprofundou-se na ",56f1c732fc58c2c98849789b92c0e85763f39a98aa19de7147251d5b530c0097
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,3,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a opção que exemplifica um gênero textual diferente dos demais. (A) A ciência comete suicídio quando adota um credo. (B) Não é possível que exista uma moral científica; mas também não é possível que haja uma ciência imoral. (C) Conhecer é um ato. A ciência pertence, portanto, ao âmbito da moral. (D) Não devemo",a36fe78f44f1353a48053fcccccd09e87d962c3ff22b2d6a2dff05f40ace5027
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,4,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Há frases interrogativas que são na verdade afirmações, pois a resposta já está contida implicitamente na pergunta, como no seguinte caso: (A) Onde você acha que eu moro? (B) Pode-me mostrar tua carteira, por favor? (C) Gostaria de comer sobremesa? (D) Quem pode dizer que dessa água eu não beberei? (E) Onde está o meu ",358bad47f4b655e2de44627c3ad16a95533af433a9baa5878cd86deb009369ec
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,5,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase em que a preposição para tem valor semântico diferente do das demais frases. (A) Eu gosto do trabalho. Ele me fascina. Posso sentar e olhar para ele por horas. (B) Os turistas caminharam para a catedral da cidade, famosa por suas pinturas. (C) Para o ministro, a luta contra as injustiças sociais deve s",a1342d746bb70c99dcfb4ebc3601339dc2f8bb50c3a2ea0ac36a44a70a0d9f80
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,6,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o início de uma descrição, em que alguns artigos estão destacados. “Um casal dirigia-se a um restaurante do centro da cidade para comemorar 20 anos de casados; o restaurante estava repleto, mas havia ainda algumas mesas disponíveis; logo que se sentaram numa delas, um garçom aproximou-se e entregou-lhes o cardá",f0b55fa73292cf646978b79a07cfdfec89f1cf5b0d772843e0a8bfe44f5ad0b1
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,7,2,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase que é expressa sem qualquer redundância, ou seja, emprego desnecessário de palavras. (A) Existe um só sucesso: ser capaz de viver a sua vida do seu próprio jeito. (B) A loja fora montada com esforço e sua primeira inauguração se daria brevemente. (C) Entre todas as nações foram os gregos aqueles que de",1132dcc82bcb220abf7ec0b5ac8d31c7402353ab0b01bf253dd7462f0d06a672
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,8,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase cujo tema é a própria linguagem. (A) Uma casa é feita de tijolo e pedra. Um lar é feito apenas de amor. (B) O destino normal das novas verdades é começar como heresias e terminar como superstições. (C) Se um homem não descobriu nada pelo que morreria, não está pronto para viver. (D) Tantas cabeças, qua",91b943bcdce136c5e63d5a11d3274f7d1df63cb9dc1e352530f13954444a6e57
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,9,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O verbo ficar pode ser empregado como verbo de ligação, com o sentido de “mudança de estado”, equivalente a “tornar-se”. Assinale a frase que serve de exemplo para esse emprego. (A) Nossos corpos são onde nós ficamos, nossos espíritos são o que nós somos. (B) Os homens não podem ficar parados no mesmo lugar. (C) Onde f",ee3127c616a093389dff64b91704e69392ec4de01721d5f6eb958a301bc79955
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,10,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase em que houve troca indevida entre se não / senão. (A) O único senão da prova era a presença de textos muito longos. (B) Só ocorrerá a prova de ciclismo se não chover. (C) Fará a prova senão ficará arrependido. (D) Comprará um carro novo se não tiver problemas econômicos. (E) Ninguém, se não ela, para f",273e8c6bdac7853d8fcee4a70c669d6fd69f9790dd9808b3943ddfe23f6bf9ca
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,11,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Todas as frases abaixo são compostas de dois períodos. A ligação lógica entre eles que está corretamente identificada, é: (A) Faz parte da natureza dos mortais pisar ainda mais em quem já caiu. / os dois períodos estão em comparação. (B) Quando se tem tudo para temer, não se deve temer nada. / o segundo período é a cau",aeacd316b12033076779509d804cb159101a47f0b98089bbb6a5b6c9a2cea460
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,12,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase em que houve troca indevida entre os parônimos colocados entre parênteses. (A) Durante a conversa, ele não pôde deixar de fazer alusão à sua vida difícil (alusão / ilusão). (B) Ele evocou o heroísmo de seus comandados (evocou / invocou). (C) Diante daquela proposta inepta ele se limitou a bocejar (inep",f0254d6879ecece2bbb4f9d0b71fe5e3598babf8ec3bb9ad37e4db8683e5d94a
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,13,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Assinale a frase em que a expressão “é que” não mostra valor enfático, fazendo parte da estrutura sintática da frase. (A) É o uniforme que faz esquecer aquele que o veste. (B) O hábito é que torna suportáveis até as coisas assustadoras. (C) A resposta é que todos devem colaborar. (D) A leitura é que nos torna mais cult",30e2e61876c73240360e1178910a68ea0082eea1385aef850ae9982c308e617b
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,14,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“O modo de se vestir é uma preocupação ridícula. Mas é muito ridículo para um homem não estar bem-vestido”. Sobre os componentes e o sentido desse pensamento de um estadista inglês, assinale a afirmação inadequada. (A) O segmento “O modo de se vestir” mostra uma forma impessoal. (B) O segundo período funciona como argu",cfe0fd991a87c0c93c1c7b5a157ff2c52aa14337b7f861fdaa12b2ebd1714027
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,15,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,Assinale a frase em que a substituição do adjetivo sublinhado por uma oração adjetiva de valor semântico equivalente foi feita de forma adequada. (A) O estilo é um modo muito simples de dizer coisas complicadas / que se complicam. (B) Serviço de emergência disponível só com 24 horas de antecedência / que se mostra disp,77b16599c951f6cb67a802b2ab9b34c9305ce8ce08f1c66cd15285e775e67cb7
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,16,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,O adjetivo pode ser substituído por algumas outras palavras ou estruturas de valor equivalente. Assinale a frase em que a adjetivação relacionada ao substantivo sublinhado é realizada por meio de uma oração desenvolvida. (A) O homem que se vende recebe sempre mais do que vale. (B) Os lutadores determinados a vencer são,a938b4008824aeb1970fd388e7cebee107226d2fcfd9f1f2b0888589143a39d3
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,17,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,Nas frases a seguir foram feitas modificações de modo a mudar o adjetivo da primeira frase para substantivo na segunda. Assinale a opção em que essa modificação é inadequada. (A) A afirmação categórica / a categorização da afirmação. (B) Uma frase prolixa / a prolixidade da frase. (C) Uma apresentação brilhante / o bri,7c94d6cd7fdd80fbee0c042a625e2c8877641990a873c46704811164e1b87350
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,18,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“Um asno será sempre um asno, mesmo se o cobrires de ouro”. A ideia central dessa frase é a de que (A) os animais nunca deixarão de ser animais. (B) os seres menores costumam apresentar-se como maiores. (C) a riqueza não deve ser desperdiçada. (D) muda-se a aparência, mas não a essência. (E) homens e animais se equipar",9d74aad9b5815588cbcf3e7f964568b4e5e64b4f1db31b6026daba1f01de073e
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,19,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,As frases a seguir são construídas com dois segmentos. Assinale aquela em que não há oposição entre eles. (A) Nos mortos eu sempre lia alguma coisa nova / e nos vivos ouvia repetir mil vezes mil coisas velhas. (B) Chama-se perseverança quando é por uma boa causa / e obstinação quando é por uma ruim. (C) O poder desgost,090a97acfa38354b6fcdd8301ec3b557d5cc4f41be80606631046b3d5a1ca5d6
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,20,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o seguinte segmento textual, de autoria do célebre escritor francês Diderot: “Além do equador um homem não é inglês, holandês, francês, espanhol ou português. Ele se apega somente àqueles princípios e preconceitos de seu país de origem que justificam a sua conduta ou servem de desculpa para esta. Ele rasteja qu",c1456a0a9a1b51d3f4d872730352b6a1fff017f66f2ffd28aeb189033abfc038
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,21,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o texto a seguir. A palavra aborígine (ou aborígene) é com frequência empregada para designar autóctone de um país, nativo, indígena, principalmente em referência a populações originárias da Austrália. Sua origem está no latim aborígines, um, (os autóctones ou primeiros habitantes do Lácio e da Itália, cujos re",84be9c9784ab3304d9a62f58de18547ddb84c3ee4ecc6b9ad38a965e50d881a8
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,22,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O filósofo Nietzsche escreveu: “Os jovens amam o que é interessante e peculiar, não importa até onde seja verdadeiro ou falso. Espíritos mais maduros amam na verdade aquilo que nela é interessante e peculiar. Por fim, cabeças totalmente amadurecidas amam a verdade também onde ela parece ingênua e simples e é enfadonha ",dbca7aa40414e4eb206b14a958d31a38d7d4c4d7db0824396814700d52e3b688
