wave,curationPriorityBand,examRank,examTier,sourceFilename,questionNumber,page,primaryTopicId,primarySubtopicId,confidence,matchedTerms,style,stemExcerpt,questionHash,reviewDecision,reviewNote
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,40,8,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-integracao-ingestao,0.89,Integração/ingestão,ASSERTION_SET,"A arquitetura TCP/IP surgiu em conjunto com a rede de pesquisa que interligava centenas de universidades e centros de pesquisa americanos. Essa rede se chamava ARPANET e foi o embrião para a Internet mundial. Com base na arquitetura TCP, analise as afirmações a seguir. I. A arquitetura TCP/IP possui quatro camadas. II.",fe113f4c78b7978c83c4d39ca46580b81ddba24a16d5e05f1c673f250e596a15,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,44,8,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-requisitos,0.89,Engenharia de requisitos,DIRECT_KNOWLEDGE,"Um bom diagrama pode ajudar a comunicar ideias sobre um sistema, principalmente quando deseja-se evitar muitos detalhes. Na UML, uma ferramenta recomendada para esse fim é o Caso de Uso. Acerca dos diagramas de casos de uso, avalie as afirmativas a seguir e marque (V) para a verdadeira e (F) para a falsa. ( ) Casos de ",f14a6496e94a9621d12e30e38ce462e169fb4ead6e8e905ac313debcc528cb2e,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,60,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.89,JPA/Hibernate,DIRECT_KNOWLEDGE,"O Envers é um módulo presente no Hibernate ORM que proporciona uma forma fácil de auditar suas classes entidades. Nesse contexto, avalie se cada afirmativa a seguir, acerca do Envers, é verdadeira (V) ou falsa (F). ( ) É necessário adicionar a dependência hibernate-envers ao classpath. ( ) Bem como controladores de ver",d0f890da7e7ce53e438cdd924fc3a95118b30728108c8b04431b7d575ee70831,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,69,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-dados-web,0.89,XML/XSLT/XPath,DIRECT_KNOWLEDGE,"Considere o seguinte fragmento de código XML: <livro xmlns:ficcao=""http://exemplo.com/ficcao"" xmlns:didatico=""http://exemplo.com/didatico""> <ficcao:titulo>O Conto Fantástico</ficcao:titulo> <didatico:titulo>Guia de Estudos</didatico:titulo> </livro> No exemplo acima, ficcao e didatico são exemplos de (A) elementos XML.",fda8a7648c83dbffe15ac4e08015f5c9720e77540a9c484cfc209a4d64c30d96,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,59,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.79,JPA/Hibernate; Java/JakartaEE; Spring,DIRECT_KNOWLEDGE,“É uma API de persistência POJO para mapeamento de objetos/relacional que permite o uso de anotações de metadados da linguagem Java e/ou descritores XML para definir o mapeamento entre objetos Java e um banco de dados relacional.” O texto se refere a (A) EJB. (B) Spring Boot. (C) Thymeleaf. (D) Zuul. (E) JPA.,0bd1826ab49e2ea76e0deb217edcd74ad3ba02e36bf112705a46e7dcbf148c47,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,49,9,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.74,SQL,DIRECT_KNOWLEDGE,"Ao projetar um banco de dados, espera-se atualizar valores de alguns campos de uma tabela a cada vez que um novo registro é inserido em outra tabela. Para que isso aconteça sem a intervenção do usuário, deve ser implementada, em SQL, a estrutura denominada (A) FUNCTION. (B) SCHEMA. (C) TRIGGER. (D) UPDATE. (E) VIEW.",3a889b07a7b11f8ab860cd6c7ead374e57fa2c8ae08ae508b328cf9e159f2608,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,61,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.72,API/interoperabilidade; Mensageria; Web services,DIRECT_KNOWLEDGE,"Uma API REST (Representational State Transfer) é uma interface que permite a comunicação entre sistemas utilizando um determinado protocolo, em que os recursos são acessados e manipulados por meio de requisições padrão como GET, POST, PUT e DELETE, seguindo princípios de simplicidade, escalabilidade e independência de ",3fa3ee30633f93711e49d5d17855de8df5d2978bc858e02197fbd651a4899411,PENDING,
wave1,P1_PRIMARY,9,A2 - muito alta,analista_judiciario_desenvolvimento_de_sistemas.pdf,63,11,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sgbd,0.69,SGBD,ASSERTION_SET,"O H2 Database é um sistema de gerenciamento de banco de dados relacional open source desenvolvido em Java. A respeito de características do H2 Database, avalie as afirmativas a seguir. I. O modo incorporado é mais lento que o modo servidor. II. No modo servidor, uma aplicação abre um banco de dados remotamente por meio",b6a89b082beeab61e12dacca329e36a095aa265d5f061a836f650b5e13500d42,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,25,7,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.98,Containers,DIRECT_KNOWLEDGE,"A plataforma Docker disponibiliza um ambiente muito propício para a implementação de microsserviços. A equipe de Gabriel trabalha com os contêineres da Docker para disponibilização de seus serviços. Recentemente ocorreu um problema com o contêiner para o serviço de envio de e-mails, mas as falhas não impactaram os dema",902e9ace810b6792f704bae2e8202990711db6b496b9562fccc2ecadfe8c8966,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,20,6,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-requisitos,0.94,Elicitação,DIRECT_KNOWLEDGE,"João foi direcionado, pela consultoria na qual trabalha, para um novo cliente, a fim de iniciar a elicitação de requisitos. Após analisar alguns documentos e entrevistar alguns gestores, ele resolveu utilizar a técnica de card sorting, na qual contará com a participação de um grupo de 15 usuários. Após a utilização da ",28491cf8814e91b7f29f5819409dd559ca860fea17a0f6eb3fc5989e8896f744,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,49,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-https-tls,0.92,HTTPS/SSL/TLS,SCENARIO,"Em um cenário em que o analista Ken enfrenta o desafio de implementar protocolos de segurança para a transmissão de dados confidenciais em uma organização internacional, ele precisa escolher a opção que descreve a função e aplicação do protocolo SSL (Secure Sockets Layer) no contexto de HTTPS, FTPS e SFTP. Considerando",c61186f987f150b33b6d9821792404954f33bb7632f03d7d4820d8bf7732f391,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,8,4,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.89,Web services,DIRECT_KNOWLEDGE,"O analista João desenvolveu o web service cvmWS, com base no protocolo Simple Object Access Protocol (SOAP). A fim de otimizar a serialização de um arquivo binário anexo à mensagem SOAP, João implementou em cvmWS a especificação SOAP Message Transmission Optimization Mechanism (MTOM). Quando a serialização otimizada do",fdcaa96b0ee46e4310c19e80f44b001c47a4eb3f4e0ad65723ab0e0ef2faab90,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,10,4,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ambientes-web,0.89,Intranet/extranet/portal,CONCEPT_COMPARISON,"O analista Ricardo adquiriu de um provedor as soluções de nuvem A, B e C, para a CVM. Os serviços da solução A replicam dados diretamente na solução B. A solução C não possui conectividade com as demais soluções. Todas as soluções atendem exclusivamente à CVM, porém as soluções A e C operam na Internet, enquanto a solu",d8cfd5ed3f6bbc3018c36bffb9af1544de6fdf26a5d544974648518b0328165a,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,24,7,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.89,SOA,DIRECT_KNOWLEDGE,"Roberto está implementando uma solução SOA, com base em uma plataforma específica para orquestração de serviços, e escreveu o comando a seguir, na sintaxe BPEL. <invoke name=""InvokeSearchCEP"" inputVariable=""lSearchCEPInput"" outputVariable=""lSearchCEPOutput"" partnerLink=""SearchCEPService"" portType=""ns2:SearchCEPPort"" op",824039106e8ba9947399e4e577a43ac30f5de762e525e24b73582264186d0391,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,13,5,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.8,Java/JakartaEE,CODE_TRACE,Considere o seguinte código em Java: import java.util.concurrent.atomic.AtomicInteger; class MultiSomador extends Thread { int n = 1_000; int saida = 1; AtomicInteger contagem = new AtomicInteger(1); public void run() { for (short i = 0; i < n; i++) saida = contagem.getAndIncrement(); } } public class Principal { publi,33f1ad23feeb61efdf4dc1fb3e72a0582822beef10634be6b289a7a69327c214,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,15,6,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,DIRECT_KNOWLEDGE,"A analista Letícia realizou a seguinte consulta em Structured Query Language (SQL): WITH RECURSIVE anos (n) AS ( SELECT 2020 UNION ALL SELECT n + 1 FROM anos WHERE n < 2025 ) SELECT * FROM anos Logo após, Letícia realizou outra consulta em SQL: SELECT 2024 FROM anos O sistema gerenciador de banco de dados usado por Let",f06c5b6345ff35b9451dfe91868b89a988c99db95a6558729117b6cdeb96ec9e,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,23,7,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-codificacao,0.8,Estruturas de dados,DIRECT_KNOWLEDGE,"Natália está desenvolvendo um sistema financeiro, no qual os documentos podem receber diferentes tipos de tratamento, e pretende tirar proveito dos padrões de desenvolvimento. Para tratar os documentos, ela criou diversos processos, que serão colocados em uma fila. Assim, o documento passa por um dado processo da fila,",871308976c88b76dcd3adeac29062a155210d317d03a1da6cbf41d57c804bda7,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,26,7,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-dados-web,0.8,REST,DIRECT_KNOWLEDGE,"Sônia precisa desenvolver um aplicativo para rastreamento de ambulâncias, em uma rede particular de saúde, tendo como base a arquitetura REST. Sabendo que o GPS de cada veículo cadastrado irá fornecer o posicionamento a cada 5 segundos, com armazenamento no servidor junto à data e hora, e que a consulta irá alimentar u",5f730f9ca94b430caf4fc07a432a289e3fc0045e562b6da02b86bec4caa830c0,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,33,9,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.8,Java/JakartaEE,CONCEPT_COMPARISON,"Ao desenvolver um sistema em Java, Eliana decidiu usar os recursos para suporte ao paradigma funcional presentes na plataforma, como no código a seguir, para ordenar a lista. List<String> dados = Arrays.asList(""Ana"",""Luiz"",""Carlos""); dados.sort(expressão funcional); Para que o código de Eliana funcione, a expressão fun",bda80a037ab100192b6ce2dd1c5ce704bf7a790deb9ffcc3fd2074dcfb474a94,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,36,10,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,DIRECT_KNOWLEDGE,"William está trabalhando com a base de dados de uma clínica, onde estão presentes as entidades descritas a seguir. Paciente (Id: Integer PK, Nome: Varchar(50)) Medico (Id: Integer PK, Nome: Varchar(50)) Atendimento (Id: Integer PK, IdPaciente: Integer FK(Paciente), IdMedico: Integer FK(Medico), Data: Date) Para que Wil",58d7f4f6680f126f3f33dcbc71e5d40675da4fc38a654038889843ee83df5332,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,38,10,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.8,Java/JakartaEE,DIRECT_KNOWLEDGE,"A consultora Fernanda encontrou o método Java a seguir em um código de terceiros. //hx é do tipo HashMap<Float,List<Float>> float w = hx.entrySet().stream().map( x-> x.getValue().stream().map( y -> y * x.getKey())) .map(x->x.reduce(0f, (a,b)->a+b)) .reduce(0f,(a,b)->a+b) / hx.entrySet().stream().map( x->x.getKey()*x.ge",246a182b32ccd725dcdfc9c579e3433bd5bd0c0babe8e5308e74269296e04efe,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,40,10,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.78,XP,DIRECT_KNOWLEDGE,"A fase de testes de software em processos ágeis se caracteriza pela elaboração dos testes antes da implementação do código, permitindo a execução do teste enquanto o código está sendo escrito. A característica do XP que tem como fundamento esse conceito de teste é o: (A) desenvolvimento de testes incrementais a partir ",f26ceac1144f8080bd228294097aeb067462dda2243b36e73e04386d469346b9,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,37,10,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.69,HTML/CSS/Ajax,CODE_TRACE,"Ao implementar algumas funcionalidades em sua página pessoal, Lucas fez um teste, com base no código Java Script apresentado a seguir, em um trecho do HTML. <script> const f = function(...v){ a = v.length>0?v.length*v[0]:0; v.splice(0,1); return a==0?a:a+f(...v); } console.log(f(...[1,2,3,...[0,1],3,2])); </script> Qua",c52f614dd4a91864f6ee70ad6ae588ef77ae0ca1e69793ae1a54e6436ef0ee41,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,34,9,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.65,HTML/CSS/Ajax,CODE_TRACE,"Ao configurar o design de uma página, Roberto usou o código CSS a seguir, em uma tag style, fazendo com que um menu de navegação lateral fique ao lado da área de conteúdo. aside {float: left; width: 30%} main {float: left; width: 70%} O resultado em tablets e desktops foi bom, mas o acesso pelo celular apresentou algun",1c6ec88e12ce22b389dbee9ad4406c1dd4af81ec2e82d9247b0aaeb204021c3e,PENDING,
wave1,P1_PRIMARY,10,A2 - muito alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,14,5,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-codificacao,0.64,Estruturas de dados,CODE_TRACE,"A analista Camila executou o seguinte script em JavaScript: const map1 = new WeakMap(); const e1 = {}; map1.set(e1, e1); console.log(map1.get(e1)) Logo após, Camila executou outro script em JavaScript: const map2 = new WeakMap(); const e2 = ""dois""; map2.set(e2, e2); console.log(map2.get(e2)) O interpretador JavaScript ",56c7527ad50a06548a12725ee6fd250391900e1964a8c8303f65ff2b43a40908,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,47,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.99,Framework frontend; HTML/CSS/Ajax,DIRECT_KNOWLEDGE,"Analise o código a seguir. <!DOCTYPE html> <html> <body> <%! int variable_value=5; %> <%= "" O valor é :""+ variable_value %> </body> </html> É correto afirmar que os trechos delimitados pelas tags <% e %> contêm código específico para: (A) Angular; (B) HTML avançado; (C) JavaScript; (D) jQuery; (E) páginas JSP.",d46e59f9f8e623c6fa50b464f474395705003a15ea89415098a17f40f1afa7d7,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,64,14,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ux-cms,0.98,Acessibilidade,DIRECT_KNOWLEDGE,"Roberto está definindo o projeto de um novo portal para a empresa X Ltda., e preocupou-se em seguir as diretrizes de acessibilidade para conteúdo Web (WCAG). Entre as decisões tomadas por Roberto, ele demonstrou grande preocupação com pessoas que apresentam deficiência visual quando: (A) definiu um nível de contraste b",608ccdbf7da36cab4a7836d126d87fed79cb4f6c3488380564ce60726ca708e6,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,66,14,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-modelagem,0.98,Modelagem de dados,DIRECT_KNOWLEDGE,"Um Modelo Entidade-Relacionamento (MER) é composto basicamente por entidades e seus relacionamentos, assim como por atributos que descrevem suas propriedades. Considere Pessoa como uma entidade que possui diversos dependentes, como: filhos, pai, mãe, enteado etc. Para modelar “Dependentes” como uma propriedade da entid",2718887e6d7e5bf8058e16b097410365a6f8a9955cbc7b897a507991b4f407da,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,58,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.975,SOA; Web services,DIRECT_KNOWLEDGE,"Uma arquitetura orientada a serviços concentra tecnologias heterogêneas em um mesmo ambiente, com exposição de serviços que são orquestrados para cumprir com as operações exigidas pelo sistema. Considerando um sistema que acessa objetos CORBA, dentro de uma arquitetura do tipo SOA, os drivers para acesso ao CORBA são d",5fe8b13cb541cff2d73e4c126f578d9af5239db4e1fb538be85c978da2494194,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,52,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.89,HTML/CSS/Ajax,ASSERTION_SET,"Analise o script abaixo. <!DOCTYPE html> <html> <head> <style> div { max-width: 200px; border: 10px solid black; padding: 30px; margin: 12px; background-color: lightgray; } .div { background-color: lightgreen; border: 6px solid red; } </style> </head> <body> <div> Essa é uma questão sobre CSS. <div class=""div"">Essa é u",884ef7ef73d9dbe09f31be7d4abfc6364b529d75e20ad6b0fb60e7f19e8981ef,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,54,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.89,HTML/CSS/Ajax,DIRECT_KNOWLEDGE,"O trecho HTML que referencia corretamente um arquivo na pasta imagens, localizada na pasta corrente, é: (A) <img src=""*/imagens/foto.jpg""> (B) <img src=""../imagens/foto.jpg""> (C) <img src=""imagens/foto.jpg""> (D) <img src=""root/..imagens/foto.jpg""> (E) <img src=""root/imagens/foto.jpg"">",92fd61efb6e284d02e823ea79a3c8dc5b152e1bd523a85c9afa3e292714c909b,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,56,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-mobile-lowcode,0.89,Mobile,DIRECT_KNOWLEDGE,"Atualmente o Android utiliza um sistema com a solicitação de permissões por demanda, durante a utilização do aplicativo, o que aumenta o controle do usuário sobre o uso de recursos, mas também exige maior nível de interação. João está criando um aplicativo de fiscalização de restaurantes, com a inclusão de fotos nos re",2a5fe4e05900eb9822d67fcf5864c75bb950d95e9e37bae189dc1f85e567bc18,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,57,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-mobile-lowcode,0.89,Mobile,DIRECT_KNOWLEDGE,"Carla está criando um aplicativo Android com o layout dividido em fragmentos, em que cada fragmento utiliza um recurso de layout. Em um dos fragmentos, ela implementou a resposta ao toque sobre um FloatingActionButton, invocando a navegação para um segundo fragmento. Para o aplicativo executar de forma adequada, ela ob",17cc0751ac8bfdd1d5702392fd7e2194868cf6b599b45023e77935df5f2a77b1,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,62,14,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.8,Arquitetura de software,DIRECT_KNOWLEDGE,"A divisão em camadas da arquitetura MVC permitiu o uso de diversos padrões de projeto de forma simples, e, com toda a padronização obtida, aliada a ferramentais como injeção de dependências e inversão de controle, ocorreu o surgimento de diversos frameworks, voltados para as diferentes camadas da arquitetura. Para a ca",70e5b1e25802cab2f53df138e8142da68953e788424b902ce25d0ee666449839,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,67,14,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,DIRECT_KNOWLEDGE,"PL/SQL é uma linguagem estruturada em blocos, elemento fundamental para se escrever um código. Em PL/SQL, um bloco é delimitado pelas palavras reservadas: (A) BEGIN END; (B) START STOP; (C) OPEN CLOSE; (D) LOOP END LOOP; (E) DECLARE EXCEPTION.",252664c4b85b0e9ae790623b11cd2449b79a7c2e14e02cc0174d0dbcc87bbb05,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,53,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.74,Containers,DIRECT_KNOWLEDGE,"Analise a descrição básica de uma tag utilizada no HTML. “É um container inline que é usado para aplicar marcações de estilo a de um texto ou documento, e pode facilmente ser manipulado por código JavaScript.” De acordo com essas características, é muito provável que o texto refira-se à tag: (A) <details> (B) <div> (C)",c3824310ba4ca5b232e6cbc7a01f2f54aa48fb05b7cb36241f0a1d4c82a3bcb7,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,60,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.73,Java/JakartaEE,DIRECT_KNOWLEDGE,"André está desenvolvendo um sistema com uso de EJBs, os objetos distribuídos da plataforma Java, e resolveu estudar a arquitetura adotada na plataforma JEE. Sua análise levou à conclusão de que a implementação do pool de Session Beans segue o padrão: (A) Proxy; (B) Adapter; (C) Flyweight; (D) Abstract Factory; (E) Chai",a8c37a9334091a8a7f95c739159536e2f1c94c8425089665f59be40a670075a7,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,59,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.69,Web services,DIRECT_KNOWLEDGE,"Luana criou um Web Service do tipo RESTful e disponibilizou um conjunto de serviços relacionados ao cadastro de pessoas físicas no sistema de sua empresa, tendo como referência o servidor local, no endereço http://s01. Ao acessar o endereço http://s01/pessoa/1200, pelo método PUT do protocolo HTTP, um sistema cliente: ",2fd436a8a6f209a464c2b8f7b8fc0614aec8994141d26b8c73ba0842455b17fe,PENDING,
wave1,P1_PRIMARY,11,A2 - muito alta,DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,63,14,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.64,Java/JakartaEE,DIRECT_KNOWLEDGE,"O uso de Portlets simplifica a construção de portais com base na tecnologia Java Web, tratando as divisões do portal como aplicativos independentes e interoperáveis, que podem ser organizados hierarquicamente. A versão 3 da API permite a utilização de anotações, sendo correto afirmar que: (A) eventos são definidos pela",e1c8af39b0311fc3dea0c356992e484da64e4e9e7c83da67d7260435ebfd2e46,PENDING,
wave1,P1_PRIMARY,12,A2 - muito alta,analista_judiciario_tecnologia_de_informacao_analise_de_sistemas.pdf,58,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.98,Git,DIRECT_KNOWLEDGE,"A desenvolvedora Amélia está trabalhando no projeto AppBravo. O controle de versões do código-fonte do AppBravo é feito pelo Git. Logo após realizar algumas modificações no branch um do código-fonte do AppBravo, Amélia precisou alterar a cópia de trabalho para o branch dois. Para não perder o progresso feito no branch ",331322216a084be56c10c7b920b6768dfc2695d62c8ceb83b75ad110d45dd45c,PENDING,
wave1,P1_PRIMARY,12,A2 - muito alta,analista_judiciario_tecnologia_de_informacao_analise_de_sistemas.pdf,61,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.98,Containers,DIRECT_KNOWLEDGE,"A analista Maria gerencia a aplicação WebJus. A WebJus requer a execução de dois containers Docker que necessitam de comunicação entre si. No entanto, para fins de balanceamento de carga, cada container da WebJus foi alocado em um servidor diferente. A fim de configurar a comunicação entre os containers da WebJus de fo",eac29c3a3c1b9dd3aa1e0c430c72a9ee4e6a26aa2324684b7251640302aeaca8,PENDING,
wave1,P1_PRIMARY,12,A2 - muito alta,analista_judiciario_tecnologia_de_informacao_analise_de_sistemas.pdf,68,15,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.98,ETL/OLAP,DIRECT_KNOWLEDGE,"Utilizando um Painel de Informações, Julia analisou a Taxa de Congestionamento de Processos Judiciais dos Estados do Brasil e depois selecionou o Estado do Rio Grande no Norte para analisar a taxa por cidade. A operação OLAP realizada por Julia foi: (A) Slice; (B) Dice; (C) Drill down; (D) Drill up; (E) Rotate.",0bc593fa83a0e99e4d66a58ea96cc8d78faa4530456f9ec2e28120116c1c1b8d,PENDING,
wave1,P1_PRIMARY,12,A2 - muito alta,analista_judiciario_tecnologia_de_informacao_analise_de_sistemas.pdf,47,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.89,Web services,DIRECT_KNOWLEDGE,"No contexto de uma mensagem SOAP, o elemento que NÃO faz parte da estrutura sintática estabelecida é: (A) Body; (B) Credential; (C) Envelope; (D) Fault; (E) Header.",ac4fa9e8e78a178d5f0979ab0899ac085479e1b96573f269b0a4ebabcc416047,PENDING,
